(3, 5, 8, 6) (15, 42, 14, 28) 0 28
(3, 5, 9, 5) (11, 24, 12, 18) 2 28
(3, 5, 9, 5) (14, 29, 19, 23) 1 28
(3, 5, 8, 6) (15, 41, 14, 28) 0 28
(3, 5, 9, 5) (9, 24, 12, 18) 2 28
(3, 5, 9, 5) (12, 29, 19, 23) 1 28
(3, 5, 8, 6) (13, 41, 14, 28) 0 28
(3, 5, 9, 6) (10, 30, 9, 22) 1 28
(3, 5, 9, 6) (10, 30, 9, 22) 1 28
(3, 5, 9, 6) (10, 30, 9, 22) 1 28
(3, 5, 10, 5) (12, 23, 21, 23) 1 28
(3, 5, 9, 6) (13, 35, 17, 28) 0 28
(3, 5, 10, 5) (15, 28, 28, 28) 0 28
(3, 5, 9, 6) (13, 35, 15, 28) 0 28
(3, 5, 9, 6) (10, 29, 9, 22) 1 28
(3, 5, 9, 6) (10, 29, 9, 22) 1 28
(3, 5, 9, 6) (10, 29, 9, 22) 1 28
(3, 5, 10, 5) (12, 22, 21, 23) 1 28
(3, 5, 9, 6) (13, 34, 17, 28) 0 28
(3, 5, 10, 5) (15, 27, 28, 28) 0 28
(3, 5, 9, 6) (13, 34, 15, 28) 0 28
(3, 5, 9, 6) (8, 29, 9, 22) 1 28
(3, 5, 9, 6) (8, 29, 9, 22) 1 28
(3, 5, 9, 6) (8, 29, 9, 22) 1 28
(3, 5, 10, 5) (10, 22, 21, 23) 1 28
(3, 5, 9, 6) (11, 34, 17, 28) 0 28
(3, 5, 10, 5) (13, 27, 28, 28) 0 28
(3, 5, 9, 6) (11, 34, 15, 28) 0 28
(3, 5, 10, 6) (11, 28, 18, 28) 0 28
(3, 5, 10, 6) (11, 28, 18, 28) 0 28
(3, 5, 10, 6) (11, 28, 18, 28) 0 28
(3, 5, 11, 5) (13, 21, 31, 28) 0 28
(3, 5, 10, 6) (11, 28, 18, 28) 0 28
(3, 5, 10, 6) (11, 27, 18, 28) 0 28
(3, 5, 10, 6) (11, 27, 18, 28) 0 28
(3, 5, 10, 6) (11, 27, 18, 28) 0 28
(3, 5, 11, 5) (13, 20, 31, 28) 0 28
(3, 5, 10, 6) (11, 27, 18, 28) 0 28
(3, 5, 10, 6) (9, 27, 18, 28) 0 28
(3, 5, 10, 6) (9, 27, 18, 28) 0 28
(3, 5, 10, 6) (9, 27, 18, 28) 0 28
(3, 5, 11, 5) (11, 20, 31, 28) 0 28
(3, 5, 10, 6) (9, 27, 18, 28) 0 28

(31, 6, 23, 17, 24, 4, 5, 8, 5)

(29, 18, 26, 12, 13, 4, 5, 8, 4)
(29, 18, 26, 13, 12, 4, 5, 8, 4)
(29, 19, 26, 11, 13, 4, 5, 8, 4)
(29, 19, 26, 12, 12, 4, 5, 8, 4)
(29, 19, 27, 12, 13, 4, 5, 8, 4)
(29, 19, 27, 13, 12, 4, 5, 8, 4)
(29, 20, 26, 12, 13, 4, 5, 8, 4)
(29, 20, 26, 13, 12, 4, 5, 8, 4)
(29, 20, 27, 11, 13, 4, 5, 8, 4)
(29, 20, 27, 12, 12, 4, 5, 8, 4)
(29, 21, 24, 11, 13, 4, 5, 8, 4)
(29, 21, 26, 11, 13, 4, 5, 8, 4)
(29, 21, 26, 12, 12, 4, 5, 8, 4)
(29, 21, 27, 11, 12, 4, 5, 8, 4)
(29, 22, 26, 11, 12, 4, 5, 8, 4)
(29, 22, 27, 10, 12, 4, 5, 8, 4)
(29, 23, 24, 11, 13, 4, 5, 8, 4)
(29, 23, 27, 9, 12, 4, 5, 8, 4)
(29, 24, 26, 9, 12, 4, 5, 8, 4)
(29, 28, 24, 11, 13, 4, 5, 8, 4)
(29, 28, 25, 11, 13, 4, 5, 8, 4)

(4, 5, 8, 4) (29, 24, 9, 12) 3
(4, 5, 8, 4) (28, 25, 15, 13) 3
(4, 5, 8, 4) (28, 25, 13, 13) 3
(4, 5, 8, 4) (28, 25, 12, 12) 3
(4, 5, 8, 4) (28, 25, 11, 13) 3
(4, 5, 8, 4) (28, 25, 9, 12) 3
(4, 5, 8, 4) (28, 25, 9, 12) 3
(4, 5, 8, 4) (28, 24, 15, 13) 3
(4, 5, 8, 4) (28, 24, 13, 13) 3
(4, 5, 8, 4) (28, 24, 12, 12) 3
(4, 5, 8, 4) (28, 24, 11, 13) 3
(4, 5, 8, 4) (28, 24, 9, 12) 3
(4, 5, 8, 4) (28, 24, 9, 12) 3
(4, 5, 8, 4) (28, 22, 9, 12) 3
(4, 5, 8, 4) (28, 22, 9, 12) 3
(4, 5, 8, 4) (28, 22, 9, 12) 3
